price,space,room,bedroom,furniture,latitude,longitude,city_area,floor,max_floor,apartment_type,renovation_type,balcony
207600,107.5,3,2,0,41.75811918,44.77455326,Didube District,15,17,Constructor,white frame,1
272300,87,3,2,0,41.7260891,44.7744363,Saburtalo District,12,22,new,white frame,0
151600,55,2,2,1,41.69775426,44.96349027,Other,3,5,old,not renovated,1
369100,140,3,2,0,41.7022129,44.7856469,Mtatsminda District,10,10,new,black frame,1
112000,30,2,0,0,41.70843486,44.78413128,Other,1,2,old,old renovation,0
449800,130,4,3,0,41.7228156,44.74524346,Vake District,4,8,old,newly renovated,1
324400,107,3,2,1,41.72217411,44.76684709,Other,4,12,new,newly renovated,1
115300,48,2,1,0,41.78806404,44.75004375,Saburtalo District,11,11,new,newly renovated,1
283400,72,2,1,0,41.71462354,44.79939769,Chugureti District,2,5,new,newly renovated,1
510700,200,5,3,1,41.72770362,44.79251792,Didube District,4,11,new,newly renovated,1
262000,100,4,3,1,41.74378909,44.79292447,Other,3,5,old,newly renovated,1
494300,110,3,2,1,41.70991342,44.78790709,Mtatsminda District,7,18,new,newly renovated,0
113700,42,2,1,0,41.79346875,44.82274575,Gldani District,3,17,new,newly renovated,1
148300,54.5,2,1,0,41.80050295,44.83089941,Gldani District,13,17,new,newly renovated,1
214200,102,3,2,0,41.76787168,44.77292505,Didube District,3,4,old,newly renovated,1
207600,72,3,2,1,41.7364242,44.7822534,Didube District,4,5,old,newly renovated,1
329200,108,5,4,0,41.72180481,44.78101363,Saburtalo District,15,16,new,white frame,1
126900,80,3,2,1,41.78118105,44.81922335,Nadzaladevi District,1,8,old,old renovation,0
295700,97,3,2,0,41.72146877,44.78114877,Saburtalo District,14,15,new,white frame,1
202600,58,2,1,0,41.72146675,44.78114793,Saburtalo District,9,15,new,newly renovated,1
157100,52,2,1,0,41.72177954,44.78101668,Saburtalo District,12,15,new,white frame,1
149100,58,2,1,0,41.72164434,44.78087001,Saburtalo District,2,15,new,white frame,1
141700,65,3,2,0,41.7271321,44.7880765,Didube District,3,3,old,newly renovated,0
82400,57,2,1,0,41.7677108,44.7876522,Nadzaladevi District,1,8,old,not renovated,0
234000,120,5,4,0,41.79553228,44.75799029,Saburtalo District,8,9,old,newly renovated,1
125200,40,2,1,0,41.7554926,44.766335,Saburtalo District,9,12,new,newly renovated,1
164800,96,4,3,0,41.7856281,44.8219953,Gldani District,4,8,old,newly renovated,1
202000,58,2,1,1,41.707897,44.73169445,Vake District,12,16,new,newly renovated,1
164800,65,2,1,1,41.6880141,44.8118123,Krtsanisi District,1,3,old,old renovation,0
210900,67,3,2,1,41.677494,44.846858,Isani District,6,12,new,newly renovated,1
112000,48,2,1,0,41.7903068,44.7593516,Saburtalo District,2,5,new,newly renovated,1
280100,19500,3,2,1,41.688671,44.8106334,Krtsanisi District,2,2,old,old renovation,0
659300,234,6,3,0,41.7309687,44.7564179,Saburtalo District,8,8,new,white frame,1
108700,50,1,0,1,41.80256982,44.82683327,Gldani District,5,9,old,newly renovated,1
214200,82,3,2,1,41.7034618,44.8498781,Isani District,5,13,new,newly renovated,1
510700,146,3,2,1,41.7093734,44.7698209,Vake District,0,6,old,newly renovated,1
273500,85,4,2,1,41.72307002,44.7194444,Saburtalo District,3,5,new,newly renovated,1
6287100,53,3,2,1,41.7942186,44.7589047,Saburtalo District,10,11,new,newly renovated,1
593100,200,5,3,1,41.73188365,44.8368763,Other,15,15,new,newly renovated,0
231300,54,2,1,1,41.72500677,44.763974,Saburtalo District,6,11,new,newly renovated,1
154900,45,2,1,1,41.71669582,44.76435987,Saburtalo District,12,14,new,newly renovated,1
220800,100,4,3,0,41.7260323,44.7995087,Nadzaladevi District,8,9,old,old renovation,1
125200,60,2,1,0,41.74999397,44.80920451,Didube District,8,8,old,old renovation,1
286700,74,2,1,1,41.69956693,44.79657133,Mtatsminda District,2,2,old,newly renovated,1
181200,63,2,1,1,41.707897,44.73169445,Vake District,10,11,new,white frame,1
178000,84,4,3,0,41.7659669,44.7925615,Nadzaladevi District,15,16,new,black frame,1
395400,95,3,2,0,41.7093734,44.7698209,Vake District,5,12,new,newly renovated,1
250400,81,4,3,0,41.7704323,44.7748777,Didube District,5,15,new,newly renovated,1
267500,107,4,0,0,41.7659669,44.7925615,Nadzaladevi District,7,10,new,newly renovated,1
130000,66,3,2,0,41.7659669,44.7925615,Nadzaladevi District,2,16,new,black frame,1
219100,70,3,2,0,41.70205225,44.77888962,Mtatsminda District,3,6,new,white frame,1
126000,61.79,3,2,0,41.7659669,44.7925615,Nadzaladevi District,3,10,new,black frame,0
180000,88,4,0,0,41.7659669,44.7925615,Nadzaladevi District,5,16,new,black frame,1
221000,10800,4,3,0,41.7659669,44.7925615,Nadzaladevi District,13,16,new,black frame,1
227800,112,4,2,0,41.7659669,44.7925615,Nadzaladevi District,2,16,new,black frame,1
148300,70,3,2,0,41.7261425,44.792904,Didube District,1,3,old,newly renovated,1
395400,81,2,1,0,41.7091395,44.7616907,Vake District,7,10,new,newly renovated,1
191100,72,3,2,1,41.725054,44.7545015,Saburtalo District,5,5,old,newly renovated,1
270200,63,2,1,0,41.7065248,44.7824697,Mtatsminda District,2,2,old,newly renovated,1
78900,42,2,1,0,41.7613081,44.78973012,Nadzaladevi District,5,9,construct,white frame,1
1054400,130,3,2,1,41.7394206,44.75660209,Saburtalo District,5,5,new,newly renovated,1
181200,87,4,2,0,41.7261425,44.792904,Didube District,5,5,old,not renovated,0
138400,53,3,2,1,41.79257622,44.73969025,Saburtalo District,8,14,new,newly renovated,1
130200,54,2,1,0,41.7679459,44.7677435,Saburtalo District,5,12,new,newly renovated,1
158200,69,2,1,0,41.7364242,44.7822534,Didube District,6,8,old,old renovation,0
306400,93,3,2,1,41.7063438,44.7747358,Vake District,3,12,new,newly renovated,1
1482800,135,3,2,1,41.70860033,44.75583279,Vake District,10,21,new,newly renovated,1
61000,37,2,1,0,41.8009667,44.7479015,Saburtalo District,5,12,construction,black frame,1
230700,95,4,3,1,41.7954972,44.8190233,Gldani District,5,10,new,newly renovated,1
168100,57,2,1,1,41.7607336,44.77229274,Didube District,3,12,new,newly renovated,1
133500,54,3,2,0,41.73188365,44.8368763,Other,7,12,new,newly renovated,1
197700,58,3,2,1,41.7243775,44.7671879,Saburtalo District,2,8,new,newly renovated,1
290000,75,4,2,1,41.6816329,44.8388788,Isani District,14,16,new,newly renovated,1
93900,31,1,1,0,41.7240689,44.7299815,Saburtalo District,1,5,old,old renovation,0
83300,36.2,1,1,0,41.7954972,44.8190233,Gldani District,6,9,new,newly renovated,1
105400,64,2,1,0,41.6728267,44.8838567,Samgori District,11,12,new,white frame,0
161500,100,4,3,0,41.7364242,44.7822534,Didube District,6,6,old,under renovation,0
187800,60,2,1,0,41.7245209,44.7537885,Saburtalo District,4,5,old,under renovation,1
757900,103,3,2,1,41.7245209,44.7537885,Saburtalo District,4,22,new,newly renovated,1
115300,42,2,1,0,41.7854493,44.824828,Gldani District,3,17,new,newly renovated,1
186200,83,3,2,0,41.7846015,44.8283079,Gldani District,4,9,old,old renovation,1
201000,50,2,1,1,41.73050193,44.86662481,Other,10,22,new,newly renovated,1
104900,49,2,1,0,41.74524208,44.77435947,Didube District,4,14,construction,black frame,1
461300,130,5,3,1,41.7081011,44.7696196,Vake District,8,14,new,newly renovated,1
249600,45.9,2,1,0,41.68999313,44.7896155,Mtatsminda District,2,4,Construction,white frame,1
98900,34,1,1,0,41.76431867,44.77753603,Didube District,3,5,old,old renovation,1
102100,35,1,0,0,41.73188365,44.8368763,Other,5,5,old,newly renovated,1
131800,50,2,1,0.5,41.73374551,44.72406919,Vake District,7,9,old,newly renovated,1
164400,61,3,2,0,41.73001592,44.75285354,Saburtalo District,7,7,old,newly renovated,0
130200,56,3,2,0,41.793388,44.8120996,Gldani District,12,16,new,newly renovated,1
2.97E+05,80,3,2,0,41.7091395,44.7616907,Vake District,8,9,new,white frame,1
87300,53,2,1,0.5,41.6728267,44.8838567,Samgori District,11,12,new,white frame,0
113700,42,2,1,0,41.77976217,44.83599478,Gldani District,3,17,new,newly renovated,1
362500,105,3,2,0,41.7103479,44.782901,Mtatsminda District,1,5,old,not renovated,1
151600,65,2,1,0,41.6829162,44.839588,Isani District,10,12,new,white frame,1
117000,48,2,1,0,41.720015,44.7407348,Saburtalo District,8,9,new,green frame,0
188600,59,2,1,0,41.72009126,44.71053729,Saburtalo District,7,13,new,newly renovated,1
138400,74,2,1,1,41.80422995,44.82504347,Gldani District,4,9,old,old renovation,1
141700,43,2,1,1,41.7172959,44.7752025,Saburtalo District,1,9,old,newly renovated,0
131800,220,4,2,1,41.66224503,44.7028833,Mtatsminda District,2,2,old,old renovation,1
395400,100,3,2,0,41.71445612,44.76595684,Saburtalo District,5,18,new,newly renovated,1
149900,91,4,3,0,41.69728732,44.88300315,Samgori District,7,15,new,black frame,0
118600,60,2,1,0,41.6988174,44.8818285,Samgori District,7,15,new,white frame,1
152900,80,3,2,0,41.7954972,44.8190233,Gldani District,13,14,new,green frame,1
125200,76,3,2,0,41.69728732,44.88300315,Samgori District,2,15,new,black frame,1
93400,52,2,1,0,41.7903068,44.7593516,Saburtalo District,1,5,new,black frame,1
444800,155,5,3,0,41.7206103,44.7106871,Saburtalo District,5,15,new,green frame,1
97800,56,2,1,0,41.69728732,44.88300315,Samgori District,15,15,new,black frame,1
47800,25,1,1,0,41.79905243,44.8330235,Gldani District,0,6,new,newly renovated,0
350100,125,3,0,0,41.7103615,44.7284963,Vake District,15,16,new,black frame,1
289600,140,5,4,0,41.7564578,44.82739116,Nadzaladevi District,7,8,new,white frame,1
227400,78,3,2,1,41.7172959,44.7752025,Saburtalo District,5,9,old,newly renovated,1
175700,84.1,4,3,0,41.7564578,44.82739116,Nadzaladevi District,4,9,new,white frame,0
296600,78,3,2,1,41.7245209,44.7537885,Saburtalo District,13,17,new,newly renovated,1
214500,125,4,3,0,41.7954972,44.8190233,Gldani District,4,19,construction,white frame,0
82000,46,2,1,0,41.79228605,44.81064901,Gldani District,7,19,Constructor,white frame,0
99500,58,2,1,0.5,41.7954972,44.8190233,Gldani District,9,19,construction,white frame,0
99800,56,2,1,0,41.79228605,44.81064901,Gldani District,5,19,construction,white frame,0
117000,63,3,2,0,41.7954972,44.8190233,Gldani District,7,19,construction,white frame,0
5.01E+05,160,4,3,1,41.7060414,44.7710448,Vake District,3,4,old,newly renovated,1
102100,39,2,1,0,41.6828831,44.8238154,Krtsanisi District,3,9,new,newly renovated,1
169300,95,3,2,0,41.79346875,44.82274575,Gldani District,4,19,Construction,white frame,0
187800,95,4,3,0,41.67197227,44.87579676,Isani District,5,9,new,newly renovated,1
121600,63,3,2,0,41.79228605,44.81064901,Gldani District,9,19,Construction,white frame,0
154900,68,3,2,0,41.6828831,44.8238154,Krtsanisi District,3,9,new,newly renovated,1
82400,33,1,0,1,41.7757895,44.7950346,Nadzaladevi District,4,5,old,old renovation,1
543700,157,5,0,0,41.7081011,44.7696196,Vake District,5,14,new,white frame,1
49400,33,1,1,0,41.70413506,44.96418622,Samgori District,3,3,old,old renovation,0
217500,72,3,2,0,41.7595839,44.77448547,Didube District,9,11,new,newly renovated,1
234000,56,2,1,1,41.7260891,44.7744363,Saburtalo District,7,11,new,newly renovated,0
247100,115,3,2,0,41.7357001,44.77002,Saburtalo District,9,8,new,newly renovated,0
197700,83,3,2,0,41.79923401,47.23827719,Nadzaladevi District,11,15,new,newly renovated,1
204300,97.8,3,2,1,41.67258475,44.84714735,Isani District,10,21,new,newly renovated,1
214200,91,4,3,0,41.6883397,44.8325599,Isani District,7,9,old,old renovation,1
121900,51,2,1,0,41.7757895,44.7950346,Nadzaladevi District,11,15,new,newly renovated,1
207600,82,4,3,0,41.7874621,44.749969,Saburtalo District,9,11,new,newly renovated,1
120300,51,2,1,0,41.7902207,44.7587974,Saburtalo District,4,11,new,newly renovated,1
313000,100,3,0,1,41.7098352,44.7730487,Vake District,6,12,old,newly renovated,1
270200,83.2,3,2,0,41.72352373,44.76252342,Saburtalo District,4,10,new,old renovation,1
121900,125,4,3,0,41.6828831,44.8238154,Krtsanisi District,1,2,old,old renovation,1
125200,47.4,2,1,0,41.74901365,44.7878789,Nadzaladevi District,2,8,new,white frame,1
89000,58,3,2,1,41.78496096,44.77608781,Didube District,1,3,old,old renovation,0
184500,68,3,2,1,41.73188365,44.8368763,Other,3,9,old,newly renovated,0
181200,58,2,1,1,41.7704323,44.7748777,Didube District,8,12,new,newly renovated,1
187800,58,2,1,0,41.7206103,44.7106871,Saburtalo District,4,5,new,newly renovated,1
477800,135,3,2,1,41.7226517,44.7658236,Saburtalo District,6,9,new,newly renovated,1
78200,120,4,3,0,41.72167351,44.7541815,Saburtalo District,0,5,old,black frame,1
222400,150,5,0,0,41.7731415,44.79838354,Nadzaladevi District,15,15,new,white frame,1
204300,56,2,1,1,41.73188365,44.8368763,Other,3,12,new,newly renovated,1
149900,58.44,2,1,0,41.7595839,44.77448547,Didube District,12,16,new,green frame,1
197700,75,4,2,1,41.7206004,44.7232035,Saburtalo District,4,8,old,under renovation,0
108700,75,2,1,1,41.8068798,44.8300802,Gldani District,9,9,old,old renovation,1
214200,85,3,2,1,41.696096,44.860788,Isani District,5,12,new,newly renovated,1
329500,100,4,2,1,41.68711704,44.83481169,Isani District,2,5,old,newly renovated,1
214200,70,3,2,1,41.7731729,44.7800877,Didube District,11,20,new,newly renovated,1
126900,50,3,2,0,41.7856281,44.8219953,Gldani District,7,17,new,newly renovated,1
126900,50,3,2,0,41.7954972,44.8190233,Gldani District,7,17,new,newly renovated,1
92300,43,2,1,0,41.7034618,44.8498781,Isani District,8,14,new,green frame,1
120300,50,2,1,0,41.7034618,44.8498781,Isani District,12,13,new,newly renovated,1
177900,87,3,2,0,41.80050295,44.83089941,Gldani District,4,9,old,newly renovated,1
148300,105,4,3,0,41.6988174,44.8818285,Samgori District,3,9,old,old renovation,1
105200,57,2,1,0,41.79341035,44.76562134,Saburtalo District,5,10,new,black frame,1
214200,85,2,1,1,41.7595839,44.77448547,Didube District,7,7,new,newly renovated,1
790800,258,10,3,1,41.70780924,44.75411329,Vake District,1,3,new,old renovation,0
593100,170,6,3,1,41.70761488,44.75458221,Vake District,1,3,new,old renovation,0
494300,15000,4,3,0,41.7093734,44.7698209,Vake District,7,12,old,old renovation,1
131800,80,3,2,0,41.67627786,44.83120697,Krtsanisi District,10,20,new,black frame,1
157800,84,3,2,0,41.7903068,44.7593516,Saburtalo District,13,17,new,black frame,1
221800,80,4,3,1,41.7364242,44.7822534,Didube District,2,5,old,newly renovated,1
527200,122,4,3,0,41.722811,44.7509454,Saburtalo District,20,23,new,newly renovated,1
84000,48,2,1,0,41.7245209,44.7537885,Saburtalo District,11,11,old,black frame,1
201000,100,3,2,0,41.7206103,44.7106871,Saburtalo District,7,7,new,newly renovated,1
224100,90,3,2,1,41.7245209,44.7537885,Saburtalo District,3,10,new,newly renovated,1
220800,73,3,2,1,41.72277415,44.70796848,Saburtalo District,14,15,new,newly renovated,1
158200,58,2,1,0,41.7081011,44.7696196,Vake District,4,12,new,newly renovated,1
102000,52,2,1,0,41.77266385,44.76661745,Didube District,7,12,construct,white frame,1
184500,73,2,1,0,41.70374339,44.79040231,Vake District,3,15,new,newly renovated,1
54400,36,2,1,0,41.73492625,44.82941849,Other,2,2,old,not renovated,1
95600,50,2,1,0,41.7935155,44.7377903,Saburtalo District,9,9,old,old renovation,1
121900,49,2,1,1,42.06025572,45.01096064,Saburtalo District,2,9,new,newly renovated,1
90900,46,2,1,0,41.78867344,44.80198368,Gldani District,2,12,new,green frame,1
177900,63,3,2,1,41.67720719,44.8748734,Samgori District,5,10,new,newly renovated,1
93700,49.9,2,1,0,41.78872948,44.80197951,Gldani District,2,12,new,green frame,1
168100,67,3,2,1,41.70022794,41.5785224,Nadzaladevi District,11,14,new,newly renovated,1
181200,50,2,1,1,41.71864115,44.76503201,Saburtalo District,3,9,new,newly renovated,1
405300,130,4,3,0,41.716068,44.7854635,Saburtalo District,15,16,new,newly renovated,1
168100,86,3,2,0,41.7874621,44.749969,Saburtalo District,2,7,new,old renovation,1
395400,125,5,3,0,41.7245209,44.7537885,Saburtalo District,7,8,new,newly renovated,1
161500,72,3,2,0,41.725203,44.7425619,Saburtalo District,5,8,old,old renovation,1
266200,101,4,3,0,41.7081011,44.7696196,Vake District,4,5,new,white frame,1
98900,40,1,1,1,41.75459175,44.77417811,Didube District,8,8,old,old renovation,1
299600,107,4,3,0,41.72352631,44.70627075,Saburtalo District,2,16,construct,green frame,1
92300,48,2,1,0,41.7954972,44.8190233,Gldani District,3,10,new,black frame,1
230700,72.6,3,0,0,41.76582811,44.77239009,Didube District,1,5,old,newly renovated,1
166500,58,2,1,0,41.72401916,44.70607445,Saburtalo District,1,16,construction,white frame,1
148300,50,2,1,1,41.7659669,44.7925615,Nadzaladevi District,7,12,new,newly renovated,1
145600,52,2,1,0,41.72396753,44.7059909,Saburtalo District,2,16,Constructor,white frame,1
226200,78,3,2,0,41.72395622,44.70614525,Saburtalo District,2,16,construct,white frame,1
121900,42,3,2,1,41.72917691,44.73340843,Vake District,2,5,old,old renovation,0
80800,43,2,1,0,41.7725665,44.76644088,Didube District,7,12,construction,black frame,1
675400,183,5,4,0,41.71892524,44.77902965,Saburtalo District,24,24,new,white frame,1
111800,57,2,2,0,41.77265351,44.76686698,Didube District,6,12,construction,white frame,1
137200,70,3,2,0,41.77253504,44.76695249,Didube District,7,12,construction,white frame,0
201000,85,3,2,0,41.7861606,44.7654904,Saburtalo District,5,14,new,newly renovated,1
378900,104,3,2,0,41.7198534,44.7780999,Saburtalo District,12,24,new,white frame,1
2.66E+05,85,2,1,0,41.7185968,44.77860408,Saburtalo District,12,24,new,white frame,0
201000,70,3,2,1,41.75893148,44.77250834,Didube District,9,14,old,newly renovated,1
237200,103,4,2,0,41.75376678,44.77445216,Saburtalo District,3,12,new,newly renovated,1
214200,58.4,2,1,1,41.6822869,44.84055294,Isani District,4,22,new,newly renovated,1
196100,86,3,2,0,41.73296919,44.77057109,Saburtalo District,2,8,new,black frame,1
159800,56,3,2,0,41.72568695,44.7191893,Saburtalo District,12,16,old,newly renovated,1
281400,85.4,3,2,0,41.71856571,44.77867968,Saburtalo District,23,24,new,white frame,0
148300,63.5,2,2,1,41.72452549,44.80370602,Nadzaladevi District,2,3,new,newly renovated,0
146600,61,2,1,1,41.7230304,44.7080114,Saburtalo District,15,15,new,newly renovated,1
90600,41,2,1,1,41.6761108,44.8481344,Isani District,5,7,new,newly renovated,1
421800,170,3,2,1,41.72705763,44.77961495,Saburtalo District,5,15,new,newly renovated,1
460300,190,4,2,0,41.7245209,44.7537885,Saburtalo District,5,15,new,newly renovated,1
856700,104,4,2,1,41.70363325,44.77001635,Vake District,5,9,new,newly renovated,1
148300,54,2,1,1,41.80051495,44.83015912,Gldani District,15,17,new,newly renovated,1
93900,55,2,1,0,41.68686877,44.88588871,Samgori District,1,5,old,newly renovated,0
205900,61,2,1,1,41.6793871,44.8200128,Krtsanisi District,10,15,new,newly renovated,1
303100,115,4,3,0,41.69357113,44.76635554,Vake District,3,5,construction,white frame,1
87000,48,2,1,0,41.7918749,44.7553665,Saburtalo District,5,14,construct,green frame,0
266900,77,2,1,0,41.73188365,44.8368763,Other,7,22,new,newly renovated,1
151600,56,3,2,1,41.7903068,44.7593516,Saburtalo District,5,9,new,newly renovated,1
102100,57,2,1,0,41.7918749,44.7553665,Saburtalo District,5,14,construction,green frame,0
89000,44,2,1,0,41.8015417,44.8271721,Gldani District,6,15,new,white frame,1
159800,48,2,1,1,41.74996417,44.78359546,Didube District,13,13,new,newly renovated,1
474500,192,4,3,1,41.72895845,44.72418755,Vake District,10,10,new,newly renovated,1
97200,45,1,1,0,41.7245209,44.7537885,Saburtalo District,5,5,old,newly renovated,1
118600,60,3,2,1,41.7891648,44.7414596,Saburtalo District,6,14,old,old renovation,1
240500,113,3,2,0,41.7355077,44.7785372,Didube District,4,9,old,newly renovated,1
120300,45,2,1,1,41.8040628,44.815517,Gldani District,17,19,new,newly renovated,1
171300,100,2,1,0,41.72981255,44.73330339,Vake District,3,9,old,not renovated,1
253700,86,3,2,1,41.7245209,44.7537885,Saburtalo District,14,15,new,newly renovated,1
461300,120,4,3,0,41.7093734,44.7698209,Vake District,4,5,old,old renovation,1
110400,48,3,1,0,41.7902207,44.7587974,Saburtalo District,11,12,new,newly renovated,1
133500,50,2,1,1,41.7925166,44.7395589,Saburtalo District,10,13,new,newly renovated,1
197700,80,5,3,0,41.7260323,44.7995087,Nadzaladevi District,9,9,new,newly renovated,1
197700,82,3,2,1,41.74167444,44.77385585,Didube District,3,8,old,old renovation,1
138400,56,2,1,0,41.7704323,44.7748777,Didube District,12,15,construct,white frame,1
149900,85,3,2,0,41.7903068,44.7593516,Saburtalo District,11,18,new,black frame,1
192800,85,3,2,0,41.7903068,44.7593516,Saburtalo District,11,15,new,newly renovated,1
192800,85,3,2,0,41.7918749,44.7553665,Saburtalo District,10,15,new,newly renovated,1
204100,59,3,2,0,41.71969346,44.78153628,Saburtalo District,4,10,new,newly renovated,1
163100,90,3,2,0,41.7607336,44.77229274,Didube District,5,6,old,old renovation,1
161500,65,3,2,1,41.7731415,44.79838354,Nadzaladevi District,11,15,new,newly renovated,1
69700,47,2,1,0,41.7950174,44.7451546,Saburtalo District,5,11,construct,white frame,1
107100,35,2,1,0,41.7276747,44.7469091,Saburtalo District,1,5,old,newly renovated,0
